Measurement,Unit,Latitude,Longitude,Date,Oceans,Regions,SubRegions,Sampling Method,Density Class
0.0,pieces/m3,6.35,-121.85,2002-12-18,Pacific Ocean,,,Neuston net,Very Low
0.013,pieces/m3,0.5,-95.35,2006-10-17,Pacific Ocean,,,Manta net,Medium
1368.0,pieces/m3,0.631825,-45.398158,2018-10-17,Atlantic Ocean,,,Aluminum bucket,Very High
0.001,pieces/m3,16.623,-99.6978,2015-01-03,Pacific Ocean,,,Grab sample,Low
0.0,pieces/m3,19.77,-81.06,2007-03-15,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
8.294709,pieces/m3,31.790833,-143.96,2019-12-02,Pacific Ocean,,,Manta net,High
0.64902,pieces/m3,28.0315,-131.4227,2015-09-16,Pacific Ocean,,,Manta net,Medium
0.0,pieces/m3,29.98,-140.0,2004-08-16,Pacific Ocean,,,Neuston net,Very Low
4.532856,pieces/m3,31.99426,-135.652,2015-08-14,Pacific Ocean,,,Manta net,High
0.709184,pieces/m3,44.240431,8.469206,2018-09-11,Atlantic Ocean,Mediterranean Sea,Ligurian Sea,Manta net,Medium
0.0,pieces/m3,57.22,-136.23,2002-07-13,Pacific Ocean,,,Neuston net,Very Low
0.143,pieces/m3,29.2323,-143.8742,2010-10-23,Pacific Ocean,,,Manta net,Medium
0.0,pieces/m3,43.61,-67.0,2005-06-06,Atlantic Ocean,,,Neuston net,Very Low
0.004425,pieces/m3,58.034333,-3.627833,2019-01-18,Atlantic Ocean,North Sea,,Neuston net,Low
0.0,pieces/m3,55.997,-4.888,2018-11-13,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,Very Low
0.0,pieces/m3,22.76,-141.69,2004-04-03,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,25.35,-141.11,2009-02-17,Pacific Ocean,,,Neuston net,Very Low
0.01296,pieces/m3,40.06,-71.16,1995-07-10,Atlantic Ocean,,,Neuston net,Medium
0.0048,pieces/m3,39.84,-68.3,2001-09-06,Atlantic Ocean,,,Neuston net,Low
0.00648,pieces/m3,40.21,-68.1,1989-07-20,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,37.47,-66.97,1991-10-14,Atlantic Ocean,,,Neuston net,Very Low
0.138471,pieces/m3,38.617833,-20.686667,2019-06-13,Atlantic Ocean,,,Manta net,Medium
0.009968,pieces/m3,43.11,-64.37,2001-06-09,Atlantic Ocean,,,Neuston net,Medium
0.01944,pieces/m3,31.89,-71.22,2000-04-08,Atlantic Ocean,,,Neuston net,Medium
0.047516,pieces/m3,32.14,-64.73,2000-06-07,Atlantic Ocean,,,Neuston net,Medium
0.00432,pieces/m3,32.67,-64.48,1992-05-13,Atlantic Ocean,,,Neuston net,Low
0.0,pieces/m3,39.69,-72.06,2008-09-03,Atlantic Ocean,New York Bight,,Neuston net,Very Low
0.003088,pieces/m3,41.05,-70.67,1998-06-24,Atlantic Ocean,,,Neuston net,Low
0.00216,pieces/m3,41.49,-70.9,1996-07-05,Atlantic Ocean,,,Neuston net,Low
0.5,pieces/m3,25.164051,-18.900932,2015-11-11,Atlantic Ocean,,,Intake seawater pump,Medium
2115.655853,pieces/m3,20.974583,-97.3069,2018-04-12,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,Medium
0.00864,pieces/m3,24.28,-82.18,1997-01-09,Atlantic Ocean,,,Neuston net,Medium
0.01296,pieces/m3,21.84,-59.34,1998-10-31,Atlantic Ocean,,,Neuston net,Medium
0.00648,pieces/m3,20.18,-70.07,2008-04-14,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,25.38,-18.59,2014-11-26,Atlantic Ocean,,,Grab sample,Very Low
0.008096,pieces/m3,15.65,-59.37,2001-11-01,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,12.73,-61.7,1992-12-09,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
2115.655853,pieces/m3,26.729392,-111.906818,2018-07-11,Pacific Ocean,Gulf of California,,PVC cylinder,Medium
0.0,pieces/m3,26.42,-77.91,1993-05-06,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,27.9237,-82.4807,2016-08-09,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,Very Low
0.0,pieces/m3,12.77,-79.83,1992-03-03,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.00432,pieces/m3,11.17,-67.28,1999-12-16,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.00216,pieces/m3,11.82,-66.38,2003-12-20,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.0,pieces/m3,11.94,-68.26,1987-12-15,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,15.28,-64.43,1994-12-03,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
885.0,pieces/m3,0.678683,-47.812442,2018-03-15,Atlantic Ocean,,,Aluminum bucket,Very High
0.043196,pieces/m3,17.27,-76.03,1993-02-28,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.0,pieces/m3,16.73,-81.21,2000-03-05,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,16.5,-80.97,1998-02-28,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,11.38,-63.34,1998-12-09,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,11.22,-62.23,1996-12-17,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
3.964016,pieces/m3,32.000648,-142.5855,2015-08-11,Pacific Ocean,,,Manta net,High
5.903267,pieces/m3,34.37,-143.7072,2009-09-24,Pacific Ocean,,,Neuston net,High
0.041614,pieces/m3,55.901,-4.909167,2018-10-22,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,Medium
2.206101,pieces/m3,30.09175,-133.8008,2015-09-14,Pacific Ocean,,,Manta net,High
10.282,pieces/m3,35.016,-141.7381,2009-08-16,Pacific Ocean,,,Manta net,Very High
0.003,pieces/m3,38.967,-140.983,1972-10-21,Pacific Ocean,,,Neuston net,Low
0.425735,pieces/m3,37.2045,-133.865,2007-09-16,Pacific Ocean,,,Neuston net,Medium
0.0,pieces/m3,23.35,-144.31,2012-01-05,Pacific Ocean,,,Neuston net,Very Low
0.002088,pieces/m3,46.29,-57.62,1989-07-25,Atlantic Ocean,,,Neuston net,Low
0.0,pieces/m3,42.58,-65.77,1992-05-19,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,42.83,-69.38,2008-07-21,Atlantic Ocean,,,Neuston net,Very Low
0.009256,pieces/m3,42.86,-69.74,2000-08-19,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,50.3247,-5.1998,2016-10-10,Atlantic Ocean,Celtic Sea,,Grab sample,Very Low
0.057342,pieces/m3,42.637833,-9.14315,2018-09-16,Atlantic Ocean,,,Manta net,Medium
0.037788,pieces/m3,37.23,-64.5,2001-06-27,Atlantic Ocean,,,Neuston net,Medium
2.381713,pieces/m3,38.2729,-0.27666,2014-10-29,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,High
0.090741,pieces/m3,36.42,-4.343333,2014-08-19,Atlantic Ocean,Mediterranean Sea,Alboran Sea,Manta net,Medium
0.030236,pieces/m3,29.13,-64.94,2001-05-21,Atlantic Ocean,,,Neuston net,Medium
0.033,pieces/m3,24.2317,-21.2217,2014-11-27,Atlantic Ocean,,,Grab sample,Medium
0.0,pieces/m3,30.0497,-16.0541,2015-09-09,Atlantic Ocean,,,Grab sample,Very Low
0.0,pieces/m3,31.828258,-116.609493,2018-07-07,Pacific Ocean,,,PVC cylinder,Very Low
0.00432,pieces/m3,24.8,-75.65,1996-02-13,Atlantic Ocean,,,Neuston net,Low
0.120952,pieces/m3,28.78,-57.3,1991-10-21,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,23.95,-57.68,1999-11-03,Atlantic Ocean,,,Neuston net,Very Low
0.134988,pieces/m3,21.72,-64.54,2005-05-12,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,20.68,-71.58,1991-12-28,Atlantic Ocean,,,Neuston net,Very Low
0.00864,pieces/m3,25.93,-73.38,1995-05-20,Atlantic Ocean,,,Neuston net,Medium
0.00432,pieces/m3,25.67,-76.07,1993-01-06,Atlantic Ocean,,,Neuston net,Low
0.003,pieces/m3,25.7429,-80.0865,2015-06-15,Atlantic Ocean,Coastal Waters of Florida,,Grab sample,Low
0.0,pieces/m3,27.9899,-82.6316,2016-06-08,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,Very Low
0.0,pieces/m3,16.02,-58.47,1996-11-04,Atlantic Ocean,,,Neuston net,Very Low
0.002,pieces/m3,13.7395,-44.58,2014-12-08,Atlantic Ocean,,,Grab sample,Low
0.017,pieces/m3,16.8667,-49.25,2015-02-02,Atlantic Ocean,,,Grab sample,Medium
0.007,pieces/m3,24.1633,-110.3172,2013-12-03,Pacific Ocean,Gulf of California,,Grab sample,Medium
0.030236,pieces/m3,26.25,-78.95,1996-03-29,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,25.89,-79.64,2007-02-16,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,13.9,-65.93,1994-12-18,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,17.34,-73.36,2001-12-14,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.00648,pieces/m3,19.5,-74.05,1998-04-10,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.00216,pieces/m3,17.02,-63.43,1993-12-03,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.0,pieces/m3,16.34,-62.91,2003-12-04,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.004152,pieces/m3,15.26,-62.65,1987-12-06,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.01512,pieces/m3,19.09,-77.96,2000-03-13,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.0,pieces/m3,19.55,-59.93,1995-11-03,Atlantic Ocean,,,Neuston net,Very Low
0.004,pieces/m3,15.1867,-54.7137,2014-11-29,Atlantic Ocean,,,Grab sample,Low
0.005,pieces/m3,15.7974,-52.1839,2014-12-06,Atlantic Ocean,,,Grab sample,Medium
0.022,pieces/m3,17.0117,-42.6883,2014-11-26,Atlantic Ocean,,,Grab sample,Medium
0.0,pieces/m3,19.24,-143.41,2012-02-22,Pacific Ocean,,,Neuston net,Very Low
0.041396,pieces/m3,24.59,-143.47,2008-04-16,Pacific Ocean,,,Neuston net,Medium
0.584957,pieces/m3,41.3565,9.3491,2014-10-06,Atlantic Ocean,Mediterranean Sea,Tyrrhenian Sea,Manta net,Medium
0.0,pieces/m3,49.4856,-124.3535,2015-08-28,Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,,Grab sample,Very Low
0.020988,pieces/m3,42.696733,10.32925,2018-06-07,Atlantic Ocean,Mediterranean Sea,Tyrrhenian Sea,Manta net,Medium
0.0,pieces/m3,3.48,-143.62,2011-04-18,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,5.79,-147.72,2009-04-03,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,19.73,-146.63,2007-11-06,Pacific Ocean,,,Neuston net,Very Low
3.551559,pieces/m3,29.87705,-137.6065,2015-08-20,Pacific Ocean,,,Manta net,High
5.997055,pieces/m3,30.993983,-139.5495,2015-08-08,Pacific Ocean,,,Manta net,High
2.189049,pieces/m3,32.4396,-133.72655,2015-09-11,Pacific Ocean,,,Manta net,High
2.1,pieces/m3,34.0587,-139.9829,2009-08-14,Pacific Ocean,,,Manta net,High
0.046479,pieces/m3,37.991333,15.4615,2021-09-24,Atlantic Ocean,Mediterranean Sea,Ionian Sea,Manta net,Medium
0.335,pieces/m3,41.753333,3.063333,2015-06-05,Atlantic Ocean,Mediterranean Sea,Balearic Sea,Manta net,Medium
0.739937,pieces/m3,36.156167,-23.8035,2014-07-20,Atlantic Ocean,,,Manta net,Medium
0.0,pieces/m3,56.423167,-2.472833,2018-01-05,Atlantic Ocean,North Sea,,Neuston net,Very Low
2.818452,pieces/m3,28.41,-140.21,2012-10-17,Pacific Ocean,,,Neuston net,High
0.0,pieces/m3,27.84,-140.77,2012-05-19,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,28.54,-140.09,2011-02-12,Pacific Ocean,,,Neuston net,Very Low
0.00216,pieces/m3,41.03,-68.58,1994-08-11,Atlantic Ocean,,,Neuston net,Low
0.0,pieces/m3,40.66,-69.97,2005-09-02,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,41.54,-66.64,1998-09-06,Atlantic Ocean,,,Neuston net,Very Low
1.120481,pieces/m3,31.3751,-41.7579,2013-06-30,Atlantic Ocean,,,Neuston net,High
0.016375,pieces/m3,36.609833,-3.896333,2018-06-16,Atlantic Ocean,Mediterranean Sea,Alboran Sea,Manta net,Medium
0.216199,pieces/m3,31.7012,-12.288867,2013-09-01,Atlantic Ocean,,,Manta net,Medium
0.007856,pieces/m3,26.76,-65.67,2007-05-18,Atlantic Ocean,,,Neuston net,Medium
0.01512,pieces/m3,30.97,-66.37,1997-04-11,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,28.48,-73.48,1991-04-30,Atlantic Ocean,,,Neuston net,Very Low
0.008,pieces/m3,28.6895,-14.0139,2015-03-01,Atlantic Ocean,,,Grab sample,Medium
0.0,pieces/m3,42.23,-70.24,2002-07-14,Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,,Neuston net,Very Low
0.002,pieces/m3,20.4494,-86.9901,2014-02-01,Atlantic Ocean,Caribbean Sea,,Grab sample,Low
0.097192,pieces/m3,30.03,-59.88,1992-10-25,Atlantic Ocean,,,Neuston net,Medium
0.00324,pieces/m3,24.84,-71.45,2004-02-25,Atlantic Ocean,,,Neuston net,Low
0.0,pieces/m3,28.54,-116.09,2001-10-15,Pacific Ocean,,,Neuston net,Very Low
4231.311707,pieces/m3,28.859672,-112.030125,2018-06-21,Pacific Ocean,Gulf of California,,PVC cylinder,Medium
0.140388,pieces/m3,25.73,-77.08,1996-04-01,Atlantic Ocean,,,Neuston net,Medium
1000.0,pieces/m3,27.897,-82.4382,2017-07-10,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,Very High
0.49,pieces/m3,-0.5,-92.0,2017-10-19,Pacific Ocean,,,Plankton net,Medium
0.001,pieces/m3,18.7996,-110.9158,2016-03-30,Pacific Ocean,,,Grab sample,Low
0.0,pieces/m3,16.23,-86.26,1987-12-28,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.001,pieces/m3,19.3465,-81.1861,2015-03-18,Atlantic Ocean,Caribbean Sea,,Grab sample,Low
0.0,pieces/m3,17.78,-68.15,1997-03-02,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,15.66,-60.77,2008-11-09,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
11.196078,pieces/m3,39.666667,19.366667,2013-05-15,Atlantic Ocean,Mediterranean Sea,Ionian Sea,Neuston net,Very High
0.912,pieces/m3,41.379079,2.194423,2021-01-03,Atlantic Ocean,Mediterranean Sea,Balearic Sea,Manta net,Medium
0.218413,pieces/m3,43.95,9.873333,2018-05-22,Atlantic Ocean,Mediterranean Sea,Tyrrhenian Sea,Manta net,Medium
2.712124,pieces/m3,25.28,-147.0,2009-05-27,Pacific Ocean,,,Neuston net,High
2.59128,pieces/m3,33.87,-146.33,2019-07-30,Pacific Ocean,,,Manta net,High
0.716667,pieces/m3,39.26,19.771,2015-04-26,Atlantic Ocean,Mediterranean Sea,Ionian Sea,Manta net,Medium
0.00216,pieces/m3,26.05,-141.2,2004-10-25,Pacific Ocean,,,Neuston net,Low
19.124298,pieces/m3,30.017632,-135.489,2015-08-04,Pacific Ocean,,,Manta net,Very High
0.605422,pieces/m3,33.77235,-132.7587,2015-09-09,Pacific Ocean,,,Manta net,Medium
0.013,pieces/m3,31.697,-129.0366,2014-09-22,Pacific Ocean,,,Grab sample,Medium
1.894,pieces/m3,35.9849,-139.9826,2009-08-12,Pacific Ocean,,,Manta net,High
2.34786,pieces/m3,36.5349,13.1282,2014-08-30,Atlantic Ocean,Mediterranean Sea,Eastern Basin,Manta net,High
0.057574,pieces/m3,35.2107,-33.9168,2013-06-15,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,43.87,-58.92,2005-07-16,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,44.17,-62.98,1998-07-26,Atlantic Ocean,,,Neuston net,Very Low
0.016313,pieces/m3,58.613167,-5.175333,2018-01-12,Atlantic Ocean,,,Neuston net,Medium
0.085555,pieces/m3,-27.013,-107.57014,2015-10-27,Pacific Ocean,,,AVANI net,Medium
0.0,pieces/m3,42.07,-69.73,1998-08-24,Atlantic Ocean,,,Neuston net,Very Low
0.01512,pieces/m3,41.3,-69.03,1995-08-13,Atlantic Ocean,,,Neuston net,Medium
0.00864,pieces/m3,40.93,-70.42,1993-07-07,Atlantic Ocean,,,Neuston net,Medium
0.00648,pieces/m3,39.31,-66.02,1991-05-13,Atlantic Ocean,,,Neuston net,Medium
0.00216,pieces/m3,38.13,-65.45,2002-05-30,Atlantic Ocean,,,Neuston net,Low
0.192579,pieces/m3,22.256333,-26.314667,2020-12-14,Atlantic Ocean,,,Manta net,Medium
0.002,pieces/m3,20.9308,-27.1952,2014-11-29,Atlantic Ocean,,,Grab sample,Low
1410.437236,pieces/m3,31.680124,-114.495158,2018-06-25,Pacific Ocean,Gulf of California,,PVC cylinder,Medium
0.001348,pieces/m3,24.24,-83.02,2004-01-29,Atlantic Ocean,Gulf of Mexico,,Neuston net,Low
0.00864,pieces/m3,25.18,-75.02,1992-04-06,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,25.97,-59.72,1994-10-28,Atlantic Ocean,,,Neuston net,Very Low
0.075988,pieces/m3,24.3,-59.51,2007-04-19,Atlantic Ocean,,,Neuston net,Medium
0.00864,pieces/m3,22.15,-69.15,2000-02-26,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,26.14,-73.19,2000-05-31,Atlantic Ocean,,,Neuston net,Very Low
0.00432,pieces/m3,19.7,-59.35,1992-11-01,Atlantic Ocean,,,Neuston net,Low
0.666667,pieces/m3,10.760339,-61.441728,2015-10-04,Atlantic Ocean,Caribbean Sea,,Hand picking,Very Low
0.003,pieces/m3,18.1069,-36.717,2014-12-05,Atlantic Ocean,,,Grab sample,Low
0.049,pieces/m3,18.2258,-45.857,2014-12-07,Atlantic Ocean,,,Grab sample,Medium
0.00648,pieces/m3,28.42,-80.09,1996-05-11,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,27.8096,-82.446,2017-04-11,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,Very Low
0.0,pieces/m3,3.01,-88.1,2001-12-01,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,18.43,-76.23,2006-04-09,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0027,pieces/m3,17.11,-77.03,2006-04-11,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.0,pieces/m3,16.24,-81.2,1992-03-10,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.00432,pieces/m3,16.72,-83.78,1987-03-01,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.02376,pieces/m3,17.66,-86.0,2002-04-25,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
1.743582,pieces/m3,34.8762,-145.52865,2015-08-07,Pacific Ocean,,,Manta net,High
0.013169,pieces/m3,56.570583,-142.849833,2019-02-28,Pacific Ocean,,,Neuston net,Medium
0.0,pieces/m3,43.063,5.8787,2010-07-30,Atlantic Ocean,Mediterranean Sea,Western Basin,Neuston net,Very Low
1.14324,pieces/m3,42.611,8.7088,2013-07-16,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,High
3.203462,pieces/m3,44.218833,14.168,2021-06-27,Atlantic Ocean,Mediterranean Sea,Adriatic Sea,Manta net,High
0.0,pieces/m3,19.8,-143.03,2008-10-26,Pacific Ocean,,,Neuston net,Very Low
0.326132,pieces/m3,25.94,-146.58,2011-06-02,Pacific Ocean,,,Neuston net,Medium
0.0,pieces/m3,32.84,-147.81,2009-10-16,Pacific Ocean,,,Neuston net,Very Low
0.056245,pieces/m3,-26.46396,-105.36589,2015-11-03,Pacific Ocean,,,Neuston net,Medium
0.001384,pieces/m3,-11.71,-141.93,2002-02-24,Pacific Ocean,,,Neuston net,Low
0.0,pieces/m3,22.11,-141.71,2006-07-13,Pacific Ocean,,,Neuston net,Very Low
0.945,pieces/m3,32.0309,-139.9165,2009-08-10,Pacific Ocean,,,Manta net,Medium
0.436,pieces/m3,41.175724,1.526081,2021-03-28,Atlantic Ocean,Mediterranean Sea,Balearic Sea,Manta net,Medium
1.013376,pieces/m3,41.791667,9.503333,2011-09-15,Atlantic Ocean,Mediterranean Sea,Tyrrhenian Sea,Manta net,High
0.053377,pieces/m3,45.1215,-9.773833,2019-06-29,Atlantic Ocean,,,Manta net,Medium
0.0,pieces/m3,60.291167,-0.618333,2021-01-08,Atlantic Ocean,North Sea,,Neuston net,Very Low
0.096683,pieces/m3,57.535333,-6.815,2022-01-09,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,Medium
0.0,pieces/m3,56.3339,-6.383,2016-05-25,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Grab sample,Very Low
0.066703,pieces/m3,54.636833,-4.444,2016-01-13,Atlantic Ocean,Irish Sea and St. George's Channel,,Neuston net,Medium
0.26782,pieces/m3,35.07,-65.48,1996-05-25,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,41.1,-68.92,1992-09-01,Atlantic Ocean,,,Neuston net,Very Low
0.097164,pieces/m3,40.25,-70.15,1992-10-16,Atlantic Ocean,,,Neuston net,Medium
0.012344,pieces/m3,40.25,-66.03,1995-05-31,Atlantic Ocean,,,Neuston net,Medium
0.01512,pieces/m3,35.13,-60.98,2002-10-24,Atlantic Ocean,,,Neuston net,Medium
0.001,pieces/m3,32.8454,-118.3583,2015-03-30,Pacific Ocean,,,Grab sample,Low
0.079912,pieces/m3,32.62,-64.7,1996-05-23,Atlantic Ocean,,,Neuston net,Medium
0.00432,pieces/m3,24.1,-58.43,1999-11-01,Atlantic Ocean,,,Neuston net,Low
0.005716,pieces/m3,24.34,-56.42,2005-10-28,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,25.25,-68.2,1999-02-20,Atlantic Ocean,,,Neuston net,Very Low
0.043196,pieces/m3,25.32,-68.45,1999-02-20,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,24.86,-74.17,2003-02-19,Atlantic Ocean,,,Neuston net,Very Low
57680.0,pieces/m3,28.152519,-16.43179,2019-07-09,Atlantic Ocean,,,Stainless steel spoon,Very High
0.019936,pieces/m3,24.63,-75.42,1999-04-04,Atlantic Ocean,,,Neuston net,Medium
0.035096,pieces/m3,27.14,-60.1,1996-10-29,Atlantic Ocean,,,Neuston net,Medium
0.00926,pieces/m3,22.6,-60.0,1995-11-04,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,26.12,-78.53,1992-04-21,Atlantic Ocean,,,Neuston net,Very Low
5.8,pieces/m3,27.8493,-82.4314,2016-12-13,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Plankton net,High
0.0,pieces/m3,27.7084,-82.6092,2017-06-19,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,Very Low
3.4,pieces/m3,27.7084,-82.6092,2017-04-17,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Plankton net,High
0.00648,pieces/m3,14.47,-62.6,1992-12-05,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.00864,pieces/m3,17.35,-60.2,1995-11-07,Atlantic Ocean,,,Neuston net,Medium
0.00432,pieces/m3,19.04,-59.72,1999-11-03,Atlantic Ocean,,,Neuston net,Low
0.012,pieces/m3,14.0,-59.0,2014-12-16,Atlantic Ocean,,,Grab sample,Medium
0.006,pieces/m3,18.7792,-47.456,2014-12-04,Atlantic Ocean,,,Grab sample,Medium
0.0,pieces/m3,26.16,-77.85,2003-02-15,Atlantic Ocean,,,Neuston net,Very Low
0.00216,pieces/m3,18.15,-74.89,1992-03-03,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.0,pieces/m3,16.37,-76.65,1992-03-05,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,16.37,-85.58,2003-03-06,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.00648,pieces/m3,14.41,-96.5,2001-11-03,Pacific Ocean,,,Neuston net,Medium
0.0,pieces/m3,16.57,-60.48,1992-11-02,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,48.734,-142.846583,2019-03-08,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,5.79,-147.72,2009-07-15,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,3.85,-143.98,2002-03-11,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,19.8,-143.03,2008-05-18,Pacific Ocean,,,Neuston net,Very Low
0.452324,pieces/m3,19.24,-143.41,2012-07-01,Pacific Ocean,,,Neuston net,Medium
0.326132,pieces/m3,25.94,-146.58,2011-10-19,Pacific Ocean,,,Neuston net,Medium
0.0,pieces/m3,31.72,-144.77,2011-05-11,Pacific Ocean,,,Neuston net,Very Low
0.451787,pieces/m3,45.763833,-129.340667,2019-11-22,Pacific Ocean,,,Manta net,Medium
0.236481,pieces/m3,42.9385,6.343833,2018-07-30,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,Medium
0.813379,pieces/m3,43.168167,10.2515,2021-07-15,Atlantic Ocean,Mediterranean Sea,Tyrrhenian Sea,Manta net,Medium
0.114039,pieces/m3,50.402217,1.145633,2020-11-28,Atlantic Ocean,English Channel,,Manta net,Medium
0.024366,pieces/m3,56.376517,10.94445,2019-10-07,Atlantic Ocean,Kattegat,,Manta net,Medium
0.0,pieces/m3,1.09,-142.01,2002-03-09,Pacific Ocean,,,Neuston net,Very Low
0.003324,pieces/m3,27.33,-142.18,2006-05-18,Pacific Ocean,,,Neuston net,Low
0.159,pieces/m3,32.2584,-127.3653,2009-08-05,Pacific Ocean,,,Manta net,Medium
0.106896,pieces/m3,38.864,12.6117,2014-07-10,Atlantic Ocean,Mediterranean Sea,Tyrrhenian Sea,Manta net,Medium
2.192667,pieces/m3,41.403637,2.2193,2021-04-25,Atlantic Ocean,Mediterranean Sea,Balearic Sea,Manta net,High
2.505023,pieces/m3,41.314,2.2465,2012-08-26,Atlantic Ocean,Mediterranean Sea,Balearic Sea,Manta net,High
0.0054,pieces/m3,47.1,-56.07,1996-07-17,Atlantic Ocean,Gulf of St. Lawrence,,Neuston net,Medium
0.034858,pieces/m3,56.288167,-2.501667,2020-01-18,Atlantic Ocean,North Sea,,Neuston net,Medium
0.0,pieces/m3,56.125,-4.826833,2021-09-14,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,Very Low
0.053303,pieces/m3,55.729,-4.9895,2017-11-04,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,Medium
0.042147,pieces/m3,55.9465,-2.1475,2020-01-18,Atlantic Ocean,North Sea,,Neuston net,Medium
0.0,pieces/m3,-26.3318,-115.7358,2011-04-17,Pacific Ocean,,,Neuston net,Very Low
